SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/21/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/22/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/23/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0028","0.000280"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/24/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/25/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/26/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/27/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/28/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/29/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/30/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/1/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/2/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/3/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0035","0.000350"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/4/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.003","0.000300"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/5/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/6/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/7/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/8/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0026","0.000260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/9/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0031","0.000310"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/10/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/11/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/12/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/13/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/14/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/15/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/16/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/17/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0052","0.000520"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/18/2025","dc904e1c-4649-441f-82d4-e73b9076d8d9","Storage","Tiered Block Blob","US East","GRS List and Create Container Operations","0.0008","0.000080"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/23/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/24/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/25/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/30/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/1/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/2/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.002","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/7/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/13/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.006","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/17/2025","1dd1220f-3bc9-5b55-9e5b-ebeb622006e6","Azure Applied AI Services","Document Intelligence","US East","Free Transactions","0.002","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/2/2025","42598f89-2951-5f77-8f9b-f7178f5a3140","Cognitive Services","Azure OpenAI","US East","gpt-35-turbo-16K-0125 Output-regional Tokens","0.838","0.001259"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/7/2025","d1ed9a6f-b926-5dc0-a246-f9aa185f2022","Cognitive Services","Azure OpenAI","US East","gpt-4.1-ft input global Tokens","2.914","0.005828"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","7/8/2025","d1ed9a6f-b926-5dc0-a246-f9aa185f2022","Cognitive Services","Azure OpenAI","US East","gpt-4.1-ft input global Tokens","2.826","0.005652"
