SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/18/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","0.000302","0.000024"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/19/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","0.000259","0.000024"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/20/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","0.00023","0.000024"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","0.000176","0.000016"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","0.000128","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/23/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","7.4E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/24/2025","6c76daf0-aeb1-4238-b8b4-18820c91eeef","Storage","Tables","All","RA-GRS Data Stored","2.6E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/18/2025","9f5e9ffe-74c8-5ca1-931a-2009507cf878","Storage","Tables","IT North","LRS Data Stored","0.0001","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/19/2025","9f5e9ffe-74c8-5ca1-931a-2009507cf878","Storage","Tables","IT North","LRS Data Stored","9.6E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/20/2025","9f5e9ffe-74c8-5ca1-931a-2009507cf878","Storage","Tables","IT North","LRS Data Stored","9.1E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","9f5e9ffe-74c8-5ca1-931a-2009507cf878","Storage","Tables","IT North","LRS Data Stored","6.4E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","9f5e9ffe-74c8-5ca1-931a-2009507cf878","Storage","Tables","IT North","LRS Data Stored","2.8E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","1E-06","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","2E-06","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","1E-06","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/29/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","2E-06","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","5E-06","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","1.1E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer In","8E-05","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/18/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/19/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/20/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/23/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/24/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/25/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/26/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/27/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/29/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/30/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/31/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005088","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/1/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/2/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/3/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/4/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/5/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/6/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/7/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/8/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/10/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/13/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/14/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/15/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/16/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/17/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/18/2025","6d8e33fc-0a98-566c-9795-34a6f15825a2","Storage","Tiered Block Blob","IT North","Hot LRS Data Stored","0.005256","0.000096"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","5.927","0.177810"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.665","0.049950"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/24/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","0.317","0.009510"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/26/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.105","0.033150"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.031","0.030930"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/29/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.571","0.047130"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/5/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","0.107","0.003210"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/6/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.535","0.046050"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.542","0.046260"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/10/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","0.476","0.014280"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","0.068","0.002040"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","0.501","0.015030"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/16/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","3.756","0.112680"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/17/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","1.62","0.048600"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/18/2025","d620896c-bb1d-56ce-a78a-5d2f97a17652","Cognitive Services","Azure OpenAI","US East","gpt-4-turbo128K Outp-glbl Tokens","5.163","0.154890"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","e8b8fbbc-b0fd-572e-b947-5e59a2db6214","Storage","Tiered Block Blob","IT North","LRS List and Create Container Operations","0.0007","0.000037"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","c5248cf8-ecba-4807-9304-6a8f14b5805a","Storage","Tiered Block Blob","US East","Hot Read Operations","0.0277","0.000111"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","c5248cf8-ecba-4807-9304-6a8f14b5805a","Storage","Tiered Block Blob","US East","Hot Read Operations","0.028","0.000112"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/18/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/19/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/20/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/23/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/24/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/25/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/26/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/27/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/29/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/30/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/31/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.113808","0.006696"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/1/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/2/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/3/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/4/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/5/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/6/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/7/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/8/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/10/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/13/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/14/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/15/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/16/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/17/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/18/2025","469a7d8f-36f1-4a99-a884-6eb97643be2c","Storage","Tiered Block Blob","US East","Hot RA-GRS Data Stored","0.1176","0.006936"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","761abab8-259d-4206-a6ae-707ed03fc540","Storage","Files","All","Read Operations","0.0002","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","761abab8-259d-4206-a6ae-707ed03fc540","Storage","Files","All","Read Operations","0.0008","0.000001"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","761abab8-259d-4206-a6ae-707ed03fc540","Storage","Files","All","Read Operations","0.0005","0.000000"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","761abab8-259d-4206-a6ae-707ed03fc540","Storage","Files","All","Read Operations","0.0016","0.000003"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/21/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000226","0.000020"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/22/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000389","0.000034"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/25/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000112","0.000010"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/26/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000276","0.000024"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/28/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000275","0.000024"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/29/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000614","0.000053"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","5/30/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000129","0.000011"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/9/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000338","0.000029"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/11/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000331","0.000029"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/12/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.023853","0.002075"
"Microsoft Azure Sponsorship","cd7ad108-f6f9-4669-869b-e84a702ebec1","6/13/2025","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","Bandwidth","Rtn Preference: MGN","All","Standard Data Transfer Out","0.000134","0.000012"
